observation_date,observation_count,status,species_name
2011-05-15,76.0,past,Yellow_Warbler
2011-05-22,62.0,past,Yellow_Warbler
2011-05-29,57.5,past,Yellow_Warbler
2011-06-05,30.0,past,Yellow_Warbler
2011-06-12,36.0,past,Yellow_Warbler
2011-06-19,28.0,past,Yellow_Warbler
2011-06-26,8.0,past,Yellow_Warbler
2011-07-03,30.0,past,Yellow_Warbler
2011-07-10,9.0,past,Yellow_Warbler
2011-07-17,8.0,past,Yellow_Warbler
2011-07-24,6.0,past,Yellow_Warbler
2011-07-31,7.0,past,Yellow_Warbler
2011-08-07,1.0,past,Yellow_Warbler
2011-08-14,0.0,past,Yellow_Warbler
2011-08-21,1.0,past,Yellow_Warbler
2011-08-28,3.0,past,Yellow_Warbler
2011-09-04,2.0,past,Yellow_Warbler
2011-09-11,0.0,past,Yellow_Warbler
2011-09-18,2.0,past,Yellow_Warbler
2011-09-25,0.0,past,Yellow_Warbler
2011-10-02,0.0,past,Yellow_Warbler
2011-10-09,0.0,past,Yellow_Warbler
2011-10-16,0.0,past,Yellow_Warbler
2011-10-23,0.0,past,Yellow_Warbler
2011-10-30,0.0,past,Yellow_Warbler
2011-11-06,0.0,past,Yellow_Warbler
2011-11-13,0.0,past,Yellow_Warbler
2011-11-20,0.0,past,Yellow_Warbler
2011-11-27,0.0,past,Yellow_Warbler
2011-12-04,0.0,past,Yellow_Warbler
2011-12-11,0.0,past,Yellow_Warbler
2011-12-18,0.0,past,Yellow_Warbler
2011-12-25,0.0,past,Yellow_Warbler
2012-01-01,0.0,past,Yellow_Warbler
2012-01-08,0.0,past,Yellow_Warbler
2012-01-15,0.0,past,Yellow_Warbler
2012-01-22,0.0,past,Yellow_Warbler
2012-01-29,0.0,past,Yellow_Warbler
2012-02-05,0.0,past,Yellow_Warbler
2012-02-12,0.0,past,Yellow_Warbler
2012-02-19,0.0,past,Yellow_Warbler
2012-02-26,0.0,past,Yellow_Warbler
2012-03-04,0.0,past,Yellow_Warbler
2012-03-11,0.0,past,Yellow_Warbler
2012-03-18,0.0,past,Yellow_Warbler
2012-03-25,0.0,past,Yellow_Warbler
2012-04-01,0.0,past,Yellow_Warbler
2012-04-08,0.0,past,Yellow_Warbler
2012-04-15,0.0,past,Yellow_Warbler
2012-04-22,23.0,past,Yellow_Warbler
2012-04-29,249.0,past,Yellow_Warbler
2012-05-06,251.0,past,Yellow_Warbler
2012-05-13,279.0,past,Yellow_Warbler
2012-05-20,230.0,past,Yellow_Warbler
2012-05-27,125.0,past,Yellow_Warbler
2012-06-03,196.0,past,Yellow_Warbler
2012-06-10,120.0,past,Yellow_Warbler
2012-06-17,105.0,past,Yellow_Warbler
2012-06-24,47.0,past,Yellow_Warbler
2012-07-01,32.0,past,Yellow_Warbler
2012-07-08,21.5,past,Yellow_Warbler
2012-07-15,22.0,past,Yellow_Warbler
2012-07-22,4.0,past,Yellow_Warbler
2012-07-29,18.0,past,Yellow_Warbler
2012-08-05,3.0,past,Yellow_Warbler
2012-08-12,22.0,past,Yellow_Warbler
2012-08-19,5.0,past,Yellow_Warbler
2012-08-26,0.0,past,Yellow_Warbler
2012-09-02,0.0,past,Yellow_Warbler
2012-09-09,0.0,past,Yellow_Warbler
2012-09-16,1.0,past,Yellow_Warbler
2012-09-23,0.0,past,Yellow_Warbler
2012-09-30,0.0,past,Yellow_Warbler
2012-10-07,0.0,past,Yellow_Warbler
2012-10-14,0.0,past,Yellow_Warbler
2012-10-21,0.0,past,Yellow_Warbler
2012-10-28,0.0,past,Yellow_Warbler
2012-11-04,0.0,past,Yellow_Warbler
2012-11-11,0.0,past,Yellow_Warbler
2012-11-18,0.0,past,Yellow_Warbler
2012-11-25,0.0,past,Yellow_Warbler
2012-12-02,0.0,past,Yellow_Warbler
2012-12-09,0.0,past,Yellow_Warbler
2012-12-16,0.0,past,Yellow_Warbler
2012-12-23,0.0,past,Yellow_Warbler
2012-12-30,0.0,past,Yellow_Warbler
2013-02-24,0.0,past,Yellow_Warbler
2013-03-03,0.0,past,Yellow_Warbler
2013-03-10,0.0,past,Yellow_Warbler
2013-03-17,0.0,past,Yellow_Warbler
2013-03-24,0.0,past,Yellow_Warbler
2013-03-31,0.0,past,Yellow_Warbler
2013-04-07,0.0,past,Yellow_Warbler
2013-04-14,0.0,past,Yellow_Warbler
2013-04-21,0.0,past,Yellow_Warbler
2013-04-28,21.0,past,Yellow_Warbler
2013-05-05,107.0,past,Yellow_Warbler
2013-05-12,206.0,past,Yellow_Warbler
2013-05-19,232.0,past,Yellow_Warbler
2013-05-26,282.5,past,Yellow_Warbler
2013-06-02,104.5,past,Yellow_Warbler
2013-06-09,84.0,past,Yellow_Warbler
2013-06-16,172.5,past,Yellow_Warbler
2013-06-23,80.0,past,Yellow_Warbler
2013-06-30,40.5,past,Yellow_Warbler
2013-07-07,42.0,past,Yellow_Warbler
2013-07-14,52.0,past,Yellow_Warbler
2013-07-21,23.0,past,Yellow_Warbler
2013-07-28,46.0,past,Yellow_Warbler
2013-08-04,35.0,past,Yellow_Warbler
2013-08-11,37.0,past,Yellow_Warbler
2013-08-18,32.0,past,Yellow_Warbler
2013-08-25,8.0,past,Yellow_Warbler
2013-09-01,4.0,past,Yellow_Warbler
2013-09-08,2.0,past,Yellow_Warbler
2013-09-15,1.0,past,Yellow_Warbler
2013-09-22,4.0,past,Yellow_Warbler
2013-09-29,2.0,past,Yellow_Warbler
2013-10-06,0.0,past,Yellow_Warbler
2013-10-13,0.0,past,Yellow_Warbler
2013-10-20,0.0,past,Yellow_Warbler
2013-10-27,0.0,past,Yellow_Warbler
2013-11-03,0.0,past,Yellow_Warbler
2013-11-10,0.0,past,Yellow_Warbler
2013-11-17,0.0,past,Yellow_Warbler
2013-11-24,0.0,past,Yellow_Warbler
2013-12-01,0.0,past,Yellow_Warbler
2013-12-08,0.0,past,Yellow_Warbler
2013-12-15,0.0,past,Yellow_Warbler
2013-12-22,0.0,past,Yellow_Warbler
2013-12-29,0.0,past,Yellow_Warbler
2014-02-02,0.0,past,Yellow_Warbler
2014-02-09,0.0,past,Yellow_Warbler
2014-02-16,0.0,past,Yellow_Warbler
2014-02-23,0.0,past,Yellow_Warbler
2014-03-02,0.0,past,Yellow_Warbler
2014-03-09,0.0,past,Yellow_Warbler
2014-03-16,0.0,past,Yellow_Warbler
2014-03-23,0.0,past,Yellow_Warbler
2014-03-30,0.0,past,Yellow_Warbler
2014-04-06,0.0,past,Yellow_Warbler
2014-04-13,0.0,past,Yellow_Warbler
2014-04-20,0.0,past,Yellow_Warbler
2014-04-27,1.0,past,Yellow_Warbler
2014-05-04,23.0,past,Yellow_Warbler
2014-05-11,238.0,past,Yellow_Warbler
2014-05-18,327.0,past,Yellow_Warbler
2014-05-25,226.0,past,Yellow_Warbler
2014-06-01,213.0,past,Yellow_Warbler
2014-06-08,138.0,past,Yellow_Warbler
2014-06-15,125.0,past,Yellow_Warbler
2014-06-22,113.0,past,Yellow_Warbler
2014-06-29,175.0,past,Yellow_Warbler
2014-07-06,54.0,past,Yellow_Warbler
2014-07-13,25.0,past,Yellow_Warbler
2014-07-20,37.0,past,Yellow_Warbler
2014-07-27,125.0,past,Yellow_Warbler
2014-08-03,40.0,past,Yellow_Warbler
2014-08-10,33.0,past,Yellow_Warbler
2014-08-17,9.0,past,Yellow_Warbler
2014-08-24,9.0,past,Yellow_Warbler
2014-08-31,2.0,past,Yellow_Warbler
2014-09-07,0.0,past,Yellow_Warbler
2014-09-14,1.0,past,Yellow_Warbler
2014-09-21,2.0,past,Yellow_Warbler
2014-09-28,1.0,past,Yellow_Warbler
2014-10-05,0.0,past,Yellow_Warbler
2014-10-12,0.0,past,Yellow_Warbler
2014-10-19,0.0,past,Yellow_Warbler
2014-10-26,0.0,past,Yellow_Warbler
2014-11-02,0.0,past,Yellow_Warbler
2014-11-09,0.0,past,Yellow_Warbler
2014-11-16,0.0,past,Yellow_Warbler
2014-11-23,0.0,past,Yellow_Warbler
2014-11-30,0.0,past,Yellow_Warbler
2014-12-07,0.0,past,Yellow_Warbler
2014-12-14,0.0,past,Yellow_Warbler
2014-12-21,0.0,past,Yellow_Warbler
2014-12-28,0.0,past,Yellow_Warbler
2015-01-04,0.0,past,Yellow_Warbler
2015-01-11,0.0,past,Yellow_Warbler
2015-01-18,0.0,past,Yellow_Warbler
2015-01-25,0.0,past,Yellow_Warbler
2015-02-01,0.0,past,Yellow_Warbler
2015-02-08,0.0,past,Yellow_Warbler
2015-02-15,0.0,past,Yellow_Warbler
2015-02-22,0.0,past,Yellow_Warbler
2015-03-01,0.0,past,Yellow_Warbler
2015-03-08,0.0,past,Yellow_Warbler
2015-03-15,0.0,past,Yellow_Warbler
2015-03-22,0.0,past,Yellow_Warbler
2015-03-29,0.0,past,Yellow_Warbler
2015-04-05,0.0,past,Yellow_Warbler
2015-04-12,0.0,past,Yellow_Warbler
2015-04-19,0.0,past,Yellow_Warbler
2015-04-26,3.0,past,Yellow_Warbler
2015-05-03,109.0,past,Yellow_Warbler
2015-05-10,262.66666666666663,past,Yellow_Warbler
2015-05-17,312.0,past,Yellow_Warbler
2015-05-24,398.0,past,Yellow_Warbler
2015-05-31,243.5,past,Yellow_Warbler
2015-06-07,225.5,past,Yellow_Warbler
2015-06-14,75.0,past,Yellow_Warbler
2015-06-21,65.0,past,Yellow_Warbler
2015-06-28,67.0,past,Yellow_Warbler
2015-07-05,72.0,past,Yellow_Warbler
2015-07-12,33.0,past,Yellow_Warbler
2015-07-19,17.0,past,Yellow_Warbler
2015-07-26,80.0,past,Yellow_Warbler
2015-08-02,69.0,past,Yellow_Warbler
2015-08-09,44.0,past,Yellow_Warbler
2015-08-16,6.0,past,Yellow_Warbler
2015-08-23,5.0,past,Yellow_Warbler
2015-08-30,8.0,past,Yellow_Warbler
2015-09-06,2.0,past,Yellow_Warbler
2015-09-13,4.0,past,Yellow_Warbler
2015-09-20,1.0,past,Yellow_Warbler
2015-09-27,10.0,past,Yellow_Warbler
2015-10-04,7.0,past,Yellow_Warbler
2015-10-11,0.0,past,Yellow_Warbler
2015-10-18,0.0,past,Yellow_Warbler
2015-10-25,0.0,past,Yellow_Warbler
2015-11-01,0.0,past,Yellow_Warbler
2015-11-08,0.0,past,Yellow_Warbler
2015-11-15,0.0,past,Yellow_Warbler
2015-11-22,0.0,past,Yellow_Warbler
2015-11-29,0.0,past,Yellow_Warbler
2015-12-06,0.0,past,Yellow_Warbler
2015-12-13,0.0,past,Yellow_Warbler
2015-12-20,0.0,past,Yellow_Warbler
2015-12-27,0.0,past,Yellow_Warbler
2016-01-03,0.0,past,Yellow_Warbler
2016-01-10,0.0,past,Yellow_Warbler
2016-01-17,0.0,past,Yellow_Warbler
2016-01-24,0.0,past,Yellow_Warbler
2016-01-31,0.0,past,Yellow_Warbler
2016-02-07,0.0,past,Yellow_Warbler
2016-02-14,0.0,past,Yellow_Warbler
2016-02-21,0.0,past,Yellow_Warbler
2016-02-28,0.0,past,Yellow_Warbler
2016-03-06,0.0,past,Yellow_Warbler
2016-03-13,0.0,past,Yellow_Warbler
2016-03-20,0.0,past,Yellow_Warbler
2016-03-27,0.0,past,Yellow_Warbler
2016-04-03,0.0,past,Yellow_Warbler
2016-04-10,0.0,past,Yellow_Warbler
2016-04-17,0.0,past,Yellow_Warbler
2016-04-24,30.0,past,Yellow_Warbler
2016-05-01,254.0,past,Yellow_Warbler
2016-05-08,219.0,past,Yellow_Warbler
2016-05-15,294.0,past,Yellow_Warbler
2016-05-22,300.0,past,Yellow_Warbler
2016-05-29,185.5,past,Yellow_Warbler
2016-06-05,124.5,past,Yellow_Warbler
2016-06-12,126.0,past,Yellow_Warbler
2016-06-19,60.0,past,Yellow_Warbler
2016-06-26,107.0,past,Yellow_Warbler
2016-07-03,60.0,past,Yellow_Warbler
2016-07-10,28.0,past,Yellow_Warbler
2016-07-17,16.0,past,Yellow_Warbler
2016-07-24,50.0,past,Yellow_Warbler
2016-07-31,19.0,past,Yellow_Warbler
2016-08-07,54.0,past,Yellow_Warbler
2016-08-14,3.0,past,Yellow_Warbler
2016-08-21,4.0,past,Yellow_Warbler
2016-08-28,6.0,past,Yellow_Warbler
2016-09-04,3.0,past,Yellow_Warbler
2016-09-11,3.0,past,Yellow_Warbler
2016-09-18,2.0,past,Yellow_Warbler
2016-09-25,3.0,past,Yellow_Warbler
2016-10-02,4.0,past,Yellow_Warbler
2016-10-09,0.0,past,Yellow_Warbler
2016-10-16,0.0,past,Yellow_Warbler
2016-10-23,0.0,past,Yellow_Warbler
2016-10-30,0.0,past,Yellow_Warbler
2016-11-06,0.0,past,Yellow_Warbler
2016-11-13,0.0,past,Yellow_Warbler
2016-11-20,0.0,past,Yellow_Warbler
2016-11-27,0.0,past,Yellow_Warbler
2016-12-04,0.0,past,Yellow_Warbler
2016-12-11,0.0,past,Yellow_Warbler
2016-12-18,0.0,past,Yellow_Warbler
2016-12-25,0.0,past,Yellow_Warbler
2017-01-01,0.0,past,Yellow_Warbler
2017-01-08,0.0,past,Yellow_Warbler
2017-01-15,0.0,past,Yellow_Warbler
2017-01-22,0.0,past,Yellow_Warbler
2017-01-29,0.0,past,Yellow_Warbler
2017-02-05,0.0,past,Yellow_Warbler
2017-02-12,0.0,past,Yellow_Warbler
2017-02-19,0.0,past,Yellow_Warbler
2017-02-26,0.0,past,Yellow_Warbler
2017-03-05,0.0,past,Yellow_Warbler
2017-03-12,0.0,past,Yellow_Warbler
2017-03-19,0.0,past,Yellow_Warbler
2017-03-26,0.0,past,Yellow_Warbler
2017-04-02,0.0,past,Yellow_Warbler
2017-04-09,0.0,past,Yellow_Warbler
2017-04-16,2.0,past,Yellow_Warbler
2017-04-23,98.0,past,Yellow_Warbler
2017-04-30,321.0,past,Yellow_Warbler
2017-05-07,256.0,past,Yellow_Warbler
2017-05-14,349.0,past,Yellow_Warbler
2017-05-21,214.0,past,Yellow_Warbler
2017-05-28,186.0,past,Yellow_Warbler
2017-06-04,230.0,past,Yellow_Warbler
2017-06-11,167.0,past,Yellow_Warbler
2017-06-18,250.0,past,Yellow_Warbler
2017-06-25,145.0,past,Yellow_Warbler
2017-07-02,81.0,past,Yellow_Warbler
2017-07-09,40.0,past,Yellow_Warbler
2017-07-16,38.0,past,Yellow_Warbler
2017-07-23,26.0,past,Yellow_Warbler
2017-07-30,100.0,past,Yellow_Warbler
2017-08-06,25.0,past,Yellow_Warbler
2017-08-13,12.0,past,Yellow_Warbler
2017-08-20,8.0,past,Yellow_Warbler
2017-08-27,7.0,past,Yellow_Warbler
2017-09-03,1.0,past,Yellow_Warbler
2017-09-10,4.0,past,Yellow_Warbler
2017-09-17,4.0,past,Yellow_Warbler
2017-09-24,0.0,past,Yellow_Warbler
2017-10-01,0.0,past,Yellow_Warbler
2017-10-08,0.0,past,Yellow_Warbler
2017-10-15,0.0,past,Yellow_Warbler
2017-10-22,0.0,past,Yellow_Warbler
2017-10-29,0.0,past,Yellow_Warbler
2017-11-05,0.0,past,Yellow_Warbler
2017-11-12,0.0,past,Yellow_Warbler
2017-11-19,0.0,past,Yellow_Warbler
2017-11-26,0.0,past,Yellow_Warbler
2017-12-03,0.0,past,Yellow_Warbler
2017-12-10,0.0,past,Yellow_Warbler
2017-12-17,0.0,past,Yellow_Warbler
2017-12-24,0.0,past,Yellow_Warbler
2017-12-31,0.0,past,Yellow_Warbler
2018-01-07,0.0,past,Yellow_Warbler
2018-01-14,0.0,past,Yellow_Warbler
2018-01-21,0.0,past,Yellow_Warbler
2018-01-28,0.0,past,Yellow_Warbler
2018-02-04,0.0,past,Yellow_Warbler
2018-02-11,0.0,past,Yellow_Warbler
2018-02-18,0.0,past,Yellow_Warbler
2018-02-25,0.0,past,Yellow_Warbler
2018-03-04,0.0,past,Yellow_Warbler
2018-03-11,0.0,past,Yellow_Warbler
2018-03-18,0.0,past,Yellow_Warbler
2018-03-25,0.0,past,Yellow_Warbler
2018-04-01,0.0,past,Yellow_Warbler
2018-04-08,0.0,past,Yellow_Warbler
2018-04-15,0.0,past,Yellow_Warbler
2018-04-22,7.0,past,Yellow_Warbler
2018-04-29,63.0,past,Yellow_Warbler
2018-05-06,363.0,past,Yellow_Warbler
2018-05-13,330.0,past,Yellow_Warbler
2018-05-20,181.0,past,Yellow_Warbler
2018-05-27,297.5,past,Yellow_Warbler
2018-06-03,197.0,past,Yellow_Warbler
2018-06-10,229.0,past,Yellow_Warbler
2018-06-17,193.0,past,Yellow_Warbler
2018-06-24,61.0,past,Yellow_Warbler
2018-07-01,138.0,past,Yellow_Warbler
2018-07-08,54.0,past,Yellow_Warbler
2018-07-15,87.0,past,Yellow_Warbler
2018-07-22,92.0,past,Yellow_Warbler
2018-07-29,92.0,past,Yellow_Warbler
2018-08-05,81.0,past,Yellow_Warbler
2018-08-12,22.0,past,Yellow_Warbler
2018-08-19,10.0,past,Yellow_Warbler
2018-08-26,2.0,past,Yellow_Warbler
2018-09-02,2.0,past,Yellow_Warbler
2018-09-09,1.0,past,Yellow_Warbler
2018-09-16,3.0,past,Yellow_Warbler
2018-09-23,0.0,past,Yellow_Warbler
2018-09-30,0.0,past,Yellow_Warbler
2018-10-07,0.0,past,Yellow_Warbler
2018-10-14,0.0,past,Yellow_Warbler
2018-10-21,0.0,past,Yellow_Warbler
2018-10-28,0.0,past,Yellow_Warbler
2018-11-04,0.0,past,Yellow_Warbler
2018-11-11,0.0,past,Yellow_Warbler
2018-11-18,0.0,past,Yellow_Warbler
2018-11-25,0.0,past,Yellow_Warbler
2018-12-02,0.0,past,Yellow_Warbler
2018-12-09,0.0,past,Yellow_Warbler
2018-12-16,0.0,past,Yellow_Warbler
2018-12-23,0.0,past,Yellow_Warbler
2018-12-30,0.0,past,Yellow_Warbler
2019-02-24,0.0,past,Yellow_Warbler
2019-03-03,0.0,past,Yellow_Warbler
2019-03-10,0.0,past,Yellow_Warbler
2019-03-17,0.0,past,Yellow_Warbler
2019-03-24,0.0,past,Yellow_Warbler
2019-03-31,0.0,past,Yellow_Warbler
2019-04-07,0.0,past,Yellow_Warbler
2019-04-14,0.0,past,Yellow_Warbler
2019-04-21,8.0,past,Yellow_Warbler
2019-04-28,34.0,past,Yellow_Warbler
2019-05-05,179.0,past,Yellow_Warbler
2019-05-12,290.0,past,Yellow_Warbler
2019-05-19,415.0,past,Yellow_Warbler
2019-05-26,269.0,past,Yellow_Warbler
2019-06-02,338.0,past,Yellow_Warbler
2019-06-09,229.0,past,Yellow_Warbler
2019-06-16,228.0,past,Yellow_Warbler
2019-06-23,177.0,past,Yellow_Warbler
2019-06-30,170.0,past,Yellow_Warbler
2019-07-07,200.0,past,Yellow_Warbler
2019-07-14,61.0,past,Yellow_Warbler
2019-07-21,71.0,past,Yellow_Warbler
2019-07-28,35.0,past,Yellow_Warbler
2019-08-04,168.0,past,Yellow_Warbler
2019-08-11,52.0,past,Yellow_Warbler
2019-08-18,62.0,past,Yellow_Warbler
2019-08-25,16.0,past,Yellow_Warbler
2019-09-01,3.0,past,Yellow_Warbler
2019-09-08,12.0,past,Yellow_Warbler
2019-09-15,2.0,past,Yellow_Warbler
2019-09-22,2.0,past,Yellow_Warbler
2019-09-29,2.0,past,Yellow_Warbler
2019-10-06,1.0,past,Yellow_Warbler
2019-10-13,0.0,past,Yellow_Warbler
2019-10-20,0.0,past,Yellow_Warbler
2019-10-27,0.0,past,Yellow_Warbler
2019-11-03,0.0,past,Yellow_Warbler
2019-11-10,0.0,past,Yellow_Warbler
2019-11-17,0.0,past,Yellow_Warbler
2019-11-24,0.0,past,Yellow_Warbler
2019-12-01,0.0,past,Yellow_Warbler
2019-12-08,0.0,past,Yellow_Warbler
2019-12-15,0.0,past,Yellow_Warbler
2019-12-22,0.0,past,Yellow_Warbler
2019-12-29,0.0,past,Yellow_Warbler
2020-02-02,0.0,past,Yellow_Warbler
2020-02-09,0.0,past,Yellow_Warbler
2020-02-16,0.0,past,Yellow_Warbler
2020-02-23,0.0,past,Yellow_Warbler
2020-03-01,0.0,past,Yellow_Warbler
2020-03-08,0.0,past,Yellow_Warbler
2020-03-15,0.0,past,Yellow_Warbler
2020-03-22,0.0,past,Yellow_Warbler
2020-03-29,0.0,past,Yellow_Warbler
2020-04-05,0.0,past,Yellow_Warbler
2020-04-12,0.0,past,Yellow_Warbler
2020-04-19,0.0,past,Yellow_Warbler
2020-04-26,3.0,past,Yellow_Warbler
2020-05-03,41.0,past,Yellow_Warbler
2020-05-10,289.0,past,Yellow_Warbler
2020-05-17,450.0,past,Yellow_Warbler
2020-05-24,299.5,past,Yellow_Warbler
2020-05-31,557.5,past,Yellow_Warbler
2020-06-07,466.0,past,Yellow_Warbler
2020-06-14,245.0,past,Yellow_Warbler
2020-06-21,212.0,past,Yellow_Warbler
2020-06-28,253.0,past,Yellow_Warbler
2020-07-05,91.0,past,Yellow_Warbler
2020-07-12,69.0,past,Yellow_Warbler
2020-07-19,25.0,past,Yellow_Warbler
2020-07-26,32.0,past,Yellow_Warbler
2020-08-02,39.0,past,Yellow_Warbler
2020-08-09,59.0,past,Yellow_Warbler
2020-08-16,14.0,past,Yellow_Warbler
2020-08-23,7.0,past,Yellow_Warbler
2020-08-30,9.0,past,Yellow_Warbler
2020-09-06,9.0,past,Yellow_Warbler
2020-09-13,10.0,past,Yellow_Warbler
2020-09-20,9.0,past,Yellow_Warbler
2020-09-27,14.0,past,Yellow_Warbler
2020-10-04,7.0,past,Yellow_Warbler
2020-10-11,0.0,past,Yellow_Warbler
2020-10-18,0.0,past,Yellow_Warbler
2020-10-25,0.0,past,Yellow_Warbler
2020-11-01,0.0,past,Yellow_Warbler
2020-11-08,0.0,past,Yellow_Warbler
2020-11-15,0.0,past,Yellow_Warbler
2020-11-22,0.0,past,Yellow_Warbler
2020-11-29,0.0,past,Yellow_Warbler
2020-12-06,0.0,past,Yellow_Warbler
2020-12-13,0.0,past,Yellow_Warbler
2020-12-20,0.0,past,Yellow_Warbler
2020-12-27,0.0,past,Yellow_Warbler
2021-01-03,0.0,past,Yellow_Warbler
2021-01-10,0.0,past,Yellow_Warbler
2021-01-17,0.0,past,Yellow_Warbler
2021-01-24,0.0,past,Yellow_Warbler
2021-01-31,0.0,past,Yellow_Warbler
2021-02-07,0.0,past,Yellow_Warbler
2021-02-14,0.0,past,Yellow_Warbler
2021-02-21,0.0,past,Yellow_Warbler
2021-02-28,0.0,past,Yellow_Warbler
2021-03-07,0.0,past,Yellow_Warbler
2021-03-14,0.0,past,Yellow_Warbler
2021-03-21,0.0,past,Yellow_Warbler
2021-03-28,0.0,past,Yellow_Warbler
2021-04-04,0.0,past,Yellow_Warbler
2021-04-11,0.0,past,Yellow_Warbler
2021-04-18,0.0,past,Yellow_Warbler
2021-04-25,6.0,past,Yellow_Warbler
2021-05-02,290.0,past,Yellow_Warbler
2021-05-09,380.0,past,Yellow_Warbler
2021-05-16,284.0,past,Yellow_Warbler
2021-05-23,324.0,past,Yellow_Warbler
2021-05-30,238.0,past,Yellow_Warbler
2021-06-06,307.0,past,Yellow_Warbler
2021-06-13,130.0,past,Yellow_Warbler
2021-06-20,200.0,past,Yellow_Warbler
2021-06-27,136.0,past,Yellow_Warbler
2021-07-04,165.855,predicted,Yellow_Warbler
2021-07-11,162.165,predicted,Yellow_Warbler
2021-07-18,146.565,predicted,Yellow_Warbler
2021-07-25,141.79,predicted,Yellow_Warbler
2021-08-01,139.285,predicted,Yellow_Warbler
2021-08-08,151.63,predicted,Yellow_Warbler
2021-08-15,58.08,predicted,Yellow_Warbler
2021-08-22,36.88,predicted,Yellow_Warbler
2021-08-29,20.265,predicted,Yellow_Warbler
2021-09-05,14.93,predicted,Yellow_Warbler
2021-09-12,13.52,predicted,Yellow_Warbler
2021-09-19,7.76,predicted,Yellow_Warbler
2021-09-26,13.56,predicted,Yellow_Warbler
2021-10-03,8.12,predicted,Yellow_Warbler
2021-10-10,5.95,predicted,Yellow_Warbler
2021-10-17,2.46,predicted,Yellow_Warbler
2021-10-24,0.63,predicted,Yellow_Warbler
2021-10-31,0.89,predicted,Yellow_Warbler
2021-11-07,0.51,predicted,Yellow_Warbler
2021-11-14,0.37,predicted,Yellow_Warbler
2021-11-21,0.0,predicted,Yellow_Warbler
2021-11-28,0.0,predicted,Yellow_Warbler
2021-12-05,0.0,predicted,Yellow_Warbler
2021-12-12,0.0,predicted,Yellow_Warbler
2021-12-19,0.0,predicted,Yellow_Warbler
2021-12-26,0.0,predicted,Yellow_Warbler
2022-01-02,0.0,predicted,Yellow_Warbler
2022-01-09,0.0,predicted,Yellow_Warbler
2022-01-16,0.0,predicted,Yellow_Warbler
2022-01-23,0.0,predicted,Yellow_Warbler
2022-01-30,0.0,predicted,Yellow_Warbler
2022-02-06,0.0,predicted,Yellow_Warbler
2022-02-13,0.0,predicted,Yellow_Warbler
2022-02-20,0.0,predicted,Yellow_Warbler
2022-02-27,0.0,predicted,Yellow_Warbler
2022-03-06,0.0,predicted,Yellow_Warbler
2022-03-13,0.0,predicted,Yellow_Warbler
2022-03-20,0.0,predicted,Yellow_Warbler
2022-03-27,0.0,predicted,Yellow_Warbler
2022-04-03,0.0,predicted,Yellow_Warbler
2022-04-10,0.0,predicted,Yellow_Warbler
2022-04-17,0.02,predicted,Yellow_Warbler
2022-04-24,5.01,predicted,Yellow_Warbler
2022-05-01,171.31,predicted,Yellow_Warbler
2022-05-08,323.2316666666667,predicted,Yellow_Warbler
2022-05-15,306.70833333333337,predicted,Yellow_Warbler
2022-05-22,277.01166666666666,predicted,Yellow_Warbler
2022-05-29,259.76666666666665,predicted,Yellow_Warbler
2022-06-05,221.33,predicted,Yellow_Warbler
2022-06-12,210.8,predicted,Yellow_Warbler
2022-06-19,155.1,predicted,Yellow_Warbler
2022-06-26,148.0,predicted,Yellow_Warbler
2022-07-03,122.85,predicted,Yellow_Warbler
